company_id,name,industry,city,country,founded,hq,overview,emp_count
marathon-petroleum-company,Marathon Petroleum Corporation,oil & energy,Findlay,United States,,"539 S. Main St Findlay, Ohio 45840 United States","Headquartered in Findlay, Ohio, Marathon Petroleum Corporation (MPC), together with its subsidiaries, including Marathon Petroleum Company LP and Speedway LLC, is one of the largest petroleum product refiners, marketers and transporters in the United States.

MPC is the nation’s fourth-largest refiner and the largest refiner in the Midwest. MPC’s refining, marketing and transportation operations are concentrated primarily in the Midwest, Gulf Coast and Southeast regions of the U.S.

MPC operations are strategically located to serve major markets. They include a seven-plant refining network, a comprehensive terminal and transportation system, and extensive wholesale and retail marketing operations. This includes both the Marathon brand and MPC’s wholly-owned retail marketing subsidiary, Speedway LLC, the nation’s fourth-largest chain of company-owned and -operated retail gasoline and convenience stores.",8703.0
parker-hannifin,Parker Hannifin,mechanical or industrial engineering,Cleveland,United States,1917.0,"6035 Parkland Blvd Cleveland, OH 44124 United States","Parker Hannifin is a Fortune 250 global leader in motion and control technologies. For 100 years the company has engineered the success of its customers in a wide range of diversified industrial and aerospace markets. Learn more at www.parker.com, www.phstock, www.phstock.com  or on Twitter @ParkerHannifin.  

Executive Officers:
Thomas L. Williams, Chief Executive Officer
Lee C. Banks, Chief Operating Officer
Jon P. Marten, Executive Vice President - Finance & Administration and Chief Financial Officer

Subscribe to Parker's Technology Blog at http://blog.parker.com 

Follow us:
Twitter at http://twitter.com/parkerhannifin
Facebook at http://facebook.com/parkerhannifin
YouTube channel http://youtube.com/parkervideo

The company's products are vital to virtually everything that moves or requires control, including the manufacture and processing of raw materials, durable goods, infrastructure development and all forms of transport. Key technology areas are aerospace, climate control, electromechanical, filtration, fluid and gas handling, hydraulics, pneumatics, process control, sealing and shielding and human motion. Traded on the New York Stock Exchange under the symbol ""PH,""​ Parker is strategically diversified, value-driven and well positioned for global growth as the industry consolidator and supplier of choice. 

Interested in a career at Parker Hannifin: 
Website at www.parker.com/careers; 
FaceBook page at http://facebook.com/parkercareers 
Twitter at http://twitter.com/Parker_Careers",27637.0
schlumberger,Schlumberger,oil & energy,,,,,"Schlumberger is the world's leading provider of technology for reservoir characterization, drilling, production, and processing to the oil and gas industry. Working in more than 85 countries and employing people who represent over 140 nationalities, Schlumberger supplies the industry's most comprehensive range of products and services, from exploration through production and integrated pore-to-pipeline solutions for hydrocarbon recovery that optimize reservoir performance.

Apply for a position with us at careers.slb.com",136034.0
perrigo,Perrigo Company plc,pharmaceuticals,Dublin,Ireland,1887.0,"Treasury Building Lower Grand Canal St. Dublin, Ireland","Perrigo Company plc, a leading global healthcare company, delivers value to its customers and consumers by providing Quality Affordable Healthcare Products®. 

Founded in 1887 as a packager of home remedies, Perrigo has built a unique business model that is best described as the convergence of a fast-moving consumer goods company, a high-quality pharmaceutical manufacturing organization and a world-class supply chain network. 

Perrigo is the world's largest manufacturer of over-the-counter (""OTC"") healthcare products and supplier of infant formulas for the store brand market. The Company also is a leading provider of branded OTC products throughout Europe and the U.S., as well as a leading producer of ""extended topical"" prescription drugs. Perrigo, headquartered in Ireland, sells its products primarily in North America and Europe, as well as in other markets, including Australia, Israel and China.",5678.0
sba-communications,SBA Communications,telecommunications,Boca Raton,United States,1989.0,"8051 Congress Avenue, Boca Raton, Florida 33487 United States","SBA Communications Corporation (SBA) is a leading independent owner and operator of wireless communications infrastructure across North, Central and South America. Founded in 1989 and headquartered in Boca Raton, Florida, SBA is listed on NASDAQ under the symbol: SBAC.

By ""Building Better Wireless""​, SBA generates revenue from two primary businesses - site leasing and site development services.
•In our site leasing business, we lease antenna space on our multi-tenant towers and other structures to a variety of wireless service providers under long-term lease contracts.
•Our site development business offers wireless service providers and operators assistance in developing their own networks through site acquisition, zoning, construction and equipment installation.

Our principal operations are in the United States and its territories. In addition, SBA owns and operates towers in Brazil, Canada, Costa Rica, El Salvador, Guatemala, Nicaragua and Panama. Our expansion is driven by:
•Consumers’ increased use of mobile applications, particularly data.
•Wireless service providers seeking to increase the quality and coverage of their networks.
•Spectrum auctions, which result in new market entrants as well as additional network deployments from existing wireless service providers.

Our size, experience, capabilities and resources make SBA a preferred partner for wireless service providers both domestically and internationally. With anticipated ongoing, dynamic growth in wireless traffic (in particular data and video), SBA will continue to lead the way in providing innovative business strategies and continuous improvement to our network infrastructure.

•We are an Equal Opportunity Employer.
•Please view Equal Employment Opportunity Posters provided by OFCCP


http://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm",1830.0
federal-realty-investment-trust,Federal Realty Investment Trust,real estate,Rockville,United States,,"1626 East Jefferson Street Rockville, MD 20852 United States","Federal Realty is a proven leader in the ownership, operation, and redevelopment of high quality retail real estate in the country’s best markets. Built upon foundations of opportunity, we take a disciplined approach to every aspect of commercial retail real estate. Whether it's redevelopment, property management, or acquisitions, we make sound, strategic decisions based on solid demographics, broad experience, and stable resources. This has led to a high quality portfolio of assets. We turn commercial real estate into exciting destination retail centers that suit their exceptional locations.",684.0
abiomed,Abiomed,medical devices,Danvers,United States,1981.0,"22 Cherry Hill Drive Danvers, MA 01923 United States","Abiomed (NASDAQ: ABMD) is a pioneer and global leader in healthcare technology and innovation, with a mission of RECOVERING HEARTS AND SAVING LIVES. Abiomed CEO, Chairman, and President, Michael R. Minogue, has focused the company’s efforts on developing ground-breaking technologies designed to assist or replace the life-sustaining pumping function of the failing heart. The Company’s portfolio of products and services offer healthcare professionals an array of choices across a broad clinical spectrum.  From the world’s first total replacement heart to the World’s Smallest Heart Pump, 1/100th the size of the heart with rapid and simple insertion, Abiomed is dedicated to finding ways to bring the most advanced and beneficial technology to patients and physicians.",1238.0
dollar-tree-stores,Dollar Tree Stores,retail,,,,,"At Dollar Tree, it’s really all about the thrill of the hunt. As a Fortune 350 company and the nation’s leading operator of single-price-point dollar stores, we operate more than 5,000 stores and 10 distribution centers across 48 contiguous U.S. states and five Canadian provinces. We hunt the world over to find the most exciting merchandise for our customers, who are always telling us that they can’t believe the cool items they find in our stores for just $1.00. From party supplies and home décor to health & beauty, seasonal items, food & snacks, and so much more, we offer a huge selection — everything you need and want for every day, every holiday, and every occasion... and every single item is only $1 (or less)!

We are experts in creative ideas and sound business management. For over 28 years, our price, philosophy, and mission have not changed, yet we are constantly adapting to an ever-changing marketplace with innovative and creative ideas. We understand the value of a dollar, plus we understand the value of smart, innovative associates. Dollar Tree is made up of tens of thousands of talented people with the drive, imagination, and intelligence to help us continue our success — do you have what it takes to join Dollar Tree?",16500.0
nvidia,NVIDIA,computer hardware,Santa Clara,United States,1993.0,"2701 San Tomas Expressway Santa Clara, CA 95050 United States","NVIDIA’s invention of the GPU in 1999 sparked the growth of the PC gaming market, redefined modern computer graphics, and revolutionized parallel computing. More recently, GPU deep learning ignited modern AI — the next era of computing — with the GPU acting as the brain of computers, robots, and self-driving cars that can perceive and understand the world. Today, NVIDIA is increasingly known as “the AI computing company.”",14344.0
equifax,Equifax,financial services,Atlanta,United States,1899.0,"P.O. Box 740241 Atlanta, GA 30374 United States","Equifax powers the financial future of individuals and organizations around the world. Using the combined strength of unique trusted data, technology and innovative analytics, Equifax has grown from a consumer credit company into a leading provider of insights and knowledge that helps its customers make informed decisions. The company organizes, assimilates and analyzes data on more than 600 million consumers and more than 80 million businesses worldwide, and its databases includes employee data contributed from more than 5000 employers.

Headquartered in Atlanta, Ga., Equifax operates or has investments in 24 countries in North America, Central and South America, Europe and the Asia Pacific region. It is a member of Standard & Poor's (S&P) 500® Index, and its common stock is traded on the New York Stock Exchange (NYSE) under the symbol EFX. Equifax employs approximately 9,200 employees worldwide.

Some noteworthy achievements for the company include: Ranked 13 on the American Banker FinTech Forward list (2015); named a Top Technology Provider on the FinTech 100 list (2004-2015); named an InformationWeek Elite 100 Winner (2014-2015); named a Top Workplace by Atlanta Journal Constitution (2013-2015); named one of Fortune’s World’s Most Admired Companies (2011-2015); named one of Forbes’ World’s 100 Most Innovative Companies (2015). For more information, visit www.equifax.com",11318.0
franklin-templeton-investments,Franklin Templeton Investments,financial services,,,,,"Franklin Resources, Inc. (www.franklinresources.com) is a global investment management organization operating as Franklin Templeton Investments. 

The products, services, information and materials referenced in this site may not be available to residents in certain jurisdictions. Consult with your investment adviser or contact your local Franklin Templeton office for more information.  This site and the information contained herein is not intended to constitute an offer to sell or an invitation or solicitation of an offer to buy any product or service by Franklin Templeton Investments.  Nothing in this website should be construed as investment, tax, legal or other advice. All investments involve risks, including potential loss of principal.

LinkedIn is owned by a third party unaffiliated with us. We are not responsible for LinkedIn’s privacy, security, or terms of use policies that control this service, nor their content, software, or tools (or those of any third party’s) that are available through links from this page. You use any third-party site/media, software and materials at your own risk. 

US readers: Franklin Templeton Distributors, Inc. only offers U.S. registered Franklin Templeton products. 
View our Terms and Conditions at www.franklintempleton.com/linkedin

Non-US readers: View our Terms and Conditions at www.franklinresources.com/linkedin

©2016 Franklin Templeton Investments. All rights reserved.",15034.0
xilinx,Xilinx,semiconductors,,,,,"Xilinx is the leading provider of All Programmable FPGAs, SoCs, MPSoCs and 3D ICs. Xilinx uniquely enables applications that are both software defined, yet hardware optimized – powering industry advancements in Cloud Computing, SDN/NFV, Video/Vision, Industrial IoT and 5G Wireless. To learn more visit www.xilinx.com",6425.0
mastercard,Mastercard,information technology and services,Purchase,United States,1966.0,"2000 Purchase St Purchase, NY 10577 United States","As a technology company in the global payments business, we operate the world’s fastest payments processing network, connecting consumers, financial institutions, merchants, governments and businesses in more than 210 countries and territories. Mastercard’s products and solutions make everyday commerce activities – such as shopping, traveling, running a business and managing finances – easier, more secure and more efficient for everyone.",17445.0
american-tower,American Tower,telecommunications,Boston,United States,1995.0,"116 Huntington Avenue Boston, MA 02116 United States","American Tower, an S&P 500 and a Forbes Global 2000 company, is a leading independent owner, operator and developer of wireless communications sites. We provide the infrastructure that allows your cellular phones and other mobile devices to work. 
 
Starting in 1995 with just a handful of towers, our global portfolio today includes over 144,000 owned or managed sites around the globe. In addition to leasing space on towers, we provide customized collocation solutions through our Distributed Antenna Systems (DAS) that support seamless in-building and outdoor wireless coverage.
 
At American Tower, our culture is based on integrity, accountability, hard work, collaboration and social responsibility. We offer careers in a variety of fields where talented people can develop and grow professionally. No matter where you join us, you'll find a diverse team of global employees focused on shared success. 
 
Headquartered in Boston, Massachusetts, we have operations throughout the United States and in 12 other countries in Latin America, Asia, Europe and Africa.",4768.0
helmerich-&-payne,Helmerich & Payne,oil & energy,,,1920.0,,"Helmerich & Payne, Inc. is a leading global drilling contractor with activities in the U.S., Latin America, the Middle East, Africa and the Gulf of Mexico.  H&P is an industry leader in innovation, a fact most notably demonstrated by its AC FlexRig® technology.  H&P owns and operates the largest land fleet of AC drive drilling rigs in the world and stands as the leading U.S. unconventional driller.  H&P has been a top industry performer for 95 years and is committed to maintaining this reputation through its unparalleled innovation and service.

To apply for a rig-based or field position, visit http://www.hpinc.com/careers/job-postings/drilling-field-operations.",3775.0
symantec,Symantec,computer software,Mountain View,United States,1982.0,"350 Ellis Street Mountain View, CA 94043 United States","Symantec Corporation (NASDAQ: SYMC), the world’s leading cyber security company, helps organizations, governments and people secure their most important data wherever it lives. Organizations across the world look to Symantec for strategic, integrated solutions to defend against sophisticated attacks across endpoints, cloud and infrastructure. Likewise, a global community of more than 50 million people and families rely on Symantec’s Norton suite of products for protection at home and across all of their devices. Symantec operates one of the world’s largest civilian cyber intelligence networks, allowing it to see and protect against the most advanced threats. For additional information, please visit www.symantec.com.",45360.0
lyondell-basell,LyondellBasell,chemicals,Rotterdam,Netherlands,,"Delftseplein 27E Rotterdam, 3013 AA Netherlands","LyondellBasell (NYSE: LYB) is one of the world’s largest plastics, chemicals and refining companies and a member of the S&P 500 Index. With operations on five continents, we are a major global manufacturer of ethylene, polyethylene, propylene, polypropylene, propylene oxide, oxygenated fuels and acetyls. 

We also are a significant producer of gasoline, diesel and gasoline blending components. Our products provide the amazing chemistry for countless goods that improve the quality of life for people around the world, including packaging, electronics, automotive parts, home furnishings, medical supplies, construction materials and biofuels.

Our Portfolio 
LyondellBasell’s balanced, integrated product portfolio is comprised of five amazing business segments – Olefins and Polyolefins – Americas; Olefins and Polyolefins – Europe, Asia and International; Intermediates and Derivatives; Refining; and Technology. We manufacture products at 55 sites in 18 countries and participate in 16 manufacturing joint ventures.

Non-Discrimination
At LyondellBasell, we provide equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, gender, age, national origin, disability, veteran status, sexual orientation, genetic information, or other characteristic prohibited by applicable law. We comply with applicable laws governing non-discrimination in employment in every location in which we have facilities. We make decisions to hire, promote, terminate or transfer employees based on merit.

To learn more about our Amazing Chemistry, visit www.lyondellbasell.com.

Amazing Chemistry is a trademark owned and/or used by the LyondellBasell family of companies.",12716.0
cbs-com,CBS Corporation,entertainment,New York,United States,1925.0,"51 W 52 Street New York, NY 10019 United States","CBS Corporation (NYSE: CBS.A and CBS) is a mass media company that creates and distributes industry-leading content across a variety of platforms to audiences around the world. The Company has businesses with origins that date back to the dawn of the broadcasting age as well as new ventures that operate on the leading edge of media. CBS owns the most-watched television network in the U.S. and one of the world’s largest libraries of entertainment content, making its brand – “the Eye” – one of the most recognized in business. The Company’s operations span virtually every field of media and entertainment, including cable, publishing, radio, local TV, film, outdoor advertising, and interactive and socially responsible media. CBS’s businesses include CBS Television Network, The CW (a joint venture between CBS Corporation and Warner Bros. Entertainment), Showtime Networks, CBS Sports Network, Smithsonian Networks, TVGN (a joint venture between CBS Corporation and Lionsgate), Simon & Schuster, CBS Television Stations, CBS Radio, CBS Outdoor, CBS Television Studios, CBS Global Distribution Group, CBS Interactive, CBS Consumer Products, CBS Home Entertainment, CBS Films and CBS EcoMedia. Interested in a career with CBS Corporation or one of our portfolio companies? Go to www.cbscareers.com",12702.0
amazon,Amazon,internet,Seattle,United States,1994.0,"123 Boren Seattle, WA 98109 United States","Amazon strives to be Earth's most customer-centric company where people can find and discover virtually anything they want to buy online. By giving customers more of what they want - low prices, vast selection, and convenience - Amazon continues to grow and evolve as a world-class e-commerce platform.

Founded by Jeff Bezos, the Amazon.com website started in 1995 as a place to buy books because of the unique customer experience the Web could offer book lovers. Bezos believed that only the Internet could offer customers the convenience of browsing a selection of millions of book titles in a single sitting. During the first 30 days of business, Amazon fulfilled orders for customers in 50 states and 45 countries - all shipped from his Seattle-area garage.

Amazon's evolution from Web site to e-commerce partner to development platform is driven by the spirit of innovation that is part of the company's DNA. The world's brightest technology minds come to Amazon.com to research and develop technology that improves the lives of shoppers and sellers around the world.",139917.0
caterpillar-inc,Caterpillar Inc.,machinery,,,1925.0,,"For more than 90 years, Caterpillar Inc. has been making sustainable progress possible and driving positive change on every continent. Customers turn to Caterpillar to help them develop infrastructure, energy and natural resource assets. With 2016 sales and revenues of $38.537 billion, Caterpillar is the world’s leading manufacturer of construction and mining equipment, diesel and natural gas engines, industrial gas turbines and diesel-electric locomotives.",59884.0
the-kraft-heinz-company,The Kraft Heinz Company,food & beverages,Chicago,United States,2015.0,"200 E. Randolph St. Suite 7600 Chicago, IL 60601 United States","The Kraft Heinz Company (NASDAQ: KHC) is the third-largest food and beverage company in North America and the fifth-largest food and beverage company in the world, with eight $1 billion+ brands. A globally trusted producer of delicious foods, The Kraft Heinz Company provides high quality, great taste and nutrition for all eating occasions whether at home, in restaurants or on the go. The Company’s iconic brands include Kraft, Heinz, ABC, Capri Sun, Classico, Jell-O, Kool-Aid, Lunchables, Maxwell House, Ore-Ida, Oscar Mayer, Philadelphia, Planters, Plasmon, Quero, Weight Watchers Smart Ones and Velveeta. The Kraft Heinz Company is dedicated to the sustainable health of our people, our planet and our Company. For more information, visit www.kraftheinzcompany.com",24098.0
noble-energy,Noble Energy,oil & energy,Houston,United States,1932.0,"1001 Noble Energy Way Houston, TX 77070 United States","Since being founded by Lloyd Noble in 1932, Noble Energy has succeeded where others would not venture – applying global experience to safely and responsibly create new opportunities. The company has proven its ability to move from discovery to efficient execution of large-scale development projects and have a number of additional major projects under development.

Today, Noble Energy is a global independent oil and natural gas exploration and production company with total proved reserves of 1.7 billion barrels of oil equivalent at year-end 2014 (pro forma for the acquisition of Rosetta Resources). The company’s diverse resource base includes positions in four premier unconventional U.S. onshore plays – the DJ Basin, Marcellus Shale, Eagle Ford Shale and Permian Basin – and offshore in the U.S. Gulf of Mexico, Eastern Mediterranean and West Africa.

Driven by its unique purpose – Energizing the World, Bettering People’s Lives—Noble Energy believes in safely and responsibly providing energy to the world through oil and natural gas exploration and production, while positively influencing the lives of our stakeholders.",4194.0
qorvo,"Qorvo, Inc.",semiconductors,,Other,2015.0,Other,"Qorvo (NASDAQ:QRVO) makes a better world possible by providing innovative RF solutions at the center of connectivity. We combine product and technology leadership, systems-level expertise and global manufacturing scale to quickly solve our customers'​ most complex technical challenges. Qorvo serves diverse high-growth segments of large global markets, including advanced wireless devices, wired and wireless networks and defense radar and communications. We also leverage our unique competitive strengths to advance 5G networks, cloud computing, the Internet of Things, and other emerging applications that expand the global framework interconnecting people, places and things. Visit www.qorvo.com to learn how Qorvo connects the world.",1993.0
carnival-cruise-lines,Carnival Cruise Line,"leisure, travel & tourism",Miami,United States,1972.0,"3655 NW 87th Avenue Miami, Florida 33178 United States","Carnival Cruise Line is a member of the exclusive World's Leading Cruise Lines alliance which also includes Holland America Line, Cunard Line, Princess Cruises, Seabourn Cruise Line and Costa Cruises. Together, these member lines share a commitment to quality and value, offering cruise vacations that appeal to a wide range of lifestyles and budgets and sail to some of the world's most exciting destinations. Read more at the World's Leading Cruise Lines website.

Carnival Cruise Lines prides itself on delivering fun, memorable vacations to our guests by offering a wide array of quality cruises which present outstanding value for the money.",17828.0
johnson-&-johnson,Johnson & Johnson,hospital & health care,New Brunswick,United States,1887.0,"New Brunswick, NJ 08903 United States","Caring for the world, one person at a time... inspires and unites the people of Johnson & Johnson.  We embrace research and science - bringing innovative ideas, products and services to advance the health and well-being of people.  Employees of the Johnson & Johnson Family of Companies work with partners in health care to touch the lives of over a billion people every day, throughout the world.

Our Family of Companies comprises:

The world’s premier consumer health company. 
The world’s largest and most diverse medical devices company.
The world’s third-largest biologics company. 
And the world’s sixth-largest pharmaceuticals company. 

We have more than 250 operating companies in 57 countries employing 120,200 people. Our worldwide headquarters is in New Brunswick, New Jersey, USA.

Social Media Community Guidelines:
http://www.jnj.com/social-media-community-guidelines",125548.0
kansas-city-southern-railway,The Kansas City Southern Railway Company,transportation/trucking/railroad,Kansas City,United States,1887.0,"427 W 12th St Kansas City, MO 64105 United States","Headquartered in Kansas City, Missouri, Kansas City Southern (KCS) is a transportation holding company that has railroad investments in the U.S., Mexico and Panama.  Its primary U.S. holding is The Kansas City Southern Railway Company, serving the central and south central U.S.  Its international holdings include Kansas City Southern de Mexico, S.A. de C.V., serving northeastern and central Mexico and the port cities of Lázaro Cárdenas, Tampico and Veracruz, and a 50 percent interest in Panama Canal Railway Company, providing ocean-to-ocean freight and passenger service along the Panama Canal.  KCS' North American rail holdings and strategic alliances are primary components of a NAFTA Railway system, linking the commercial and industrial centers of the U.S., Mexico and Canada.",1181.0
fifth-third-bank,Fifth Third Bank,financial services,,,1858.0,,"At Fifth Third Bank, we are always listening to new ideas so that we can strengthen our commitment to you and the communities we serve.

Fifth Third Bank, Member FDIC. Fifth Third Bank is proud to be an affirmative action/equal opportunity employer. M/F/D/V",34137.0
visa,Visa,information technology and services,,,1958.0,,"Visa Inc. is a global payments technology company that connects consumers, businesses, financial institutions, and governments in more than 200 countries and territories to fast, secure and reliable electronic payments. We operate one of the world’s most advanced processing networks — VisaNet — that is capable of handling more than 65,000 transaction messages a second, with fraud protection for consumers and assured payment for merchants. Visa is not a bank and does not issue cards, extend credit or set rates and fees for consumers. Visa’s innovations, however, enable its financial institution customers to offer consumers more choices: pay now with debit, pay ahead with prepaid or pay later with credit products. For more information, visit usa.visa.com/about-visa, visacorporate.tumblr.com and Visaeurope.com",21176.0
pfizer,Pfizer,pharmaceuticals,New York,United States,1848.0,"New York New York, New York 10017 United States","Pfizer is a leading research-based biopharmaceutical company. We apply science and our global resources to deliver innovative therapies that extend and significantly improve lives. We make medicines and vaccines that help people when they are sick and prevent them from getting sick in the first place, as well as some of the world’s best-known consumer healthcare brands. Every day, our colleagues work in developed and emerging markets to treat, cure and eradicate life-threatening conditions and challenge some of the most feared diseases of our time. Pfizer also collaborates with healthcare providers, governments and local communities to support and expand access to reliable, affordable healthcare around the world. For more than 150 years, Pfizer has worked to make a difference for all who rely on us. To learn more, visit www.pfizer.com.",195507.0
yum-brands,Yum! Brands,restaurants,,,1997.0,,"Yum! Brands isn’t your average Fortune 250 company. We like to do things a little differently. From our world-famous culture of fun and recognition to our focus on your career potential, Yum! puts a unique stamp on day-to-day business. As the world’s largest restaurant company, Yum! Brands, Inc. has over 39,000 restaurants in more than 130 countries and territories and more than 1 million associates worldwide. The Company's brands - KFC, Pizza Hut and Taco Bell– are the global leaders of the chicken, pizza and Mexican-style food categories. 

What makes Yum! a great place to work? It's our people. That's why we invest in people capability so they can make the most of their career. With a diverse workforce and ongoing opportunities for personal and professional success, we've built a culture that rewards and recognizes great effort while providing the work/life balance that is so important to all of us. 

Around the globe, we bring people together to have fun and to celebrate special occasions. Our restaurant support centers are no different! Our passion for hospitality and making people feel welcomed knows no bounds. We say “hi!” in the hallway, we tell people how much we appreciate their contributions and we celebrate each other’s achievements. 

Whether it’s chattering-teeth trophies or an “open door” atmosphere, we’ve made sure Yum! remains an un-corporate corporation. We’re a team, yet we take a tremendous amount of pride in each individual, and believe in acknowledging a job well done on every level. Here, we don’t stop until we have breakthrough results, so we encourage you to master your skill set, while constantly expanding your expertise. This tried-and-true practice keeps every day dynamic and encourages long, rewarding careers.",9929.0
church-&-dwight-co-inc,"Church & Dwight Co., Inc.",consumer goods,Ewing,United States,,"Princeton South Corporate Center 500 Charles Ewing Boulevard Ewing, New Jersey 08628 United States","For more than 170 years, Church & Dwight Co., Inc. has been providing quality products to consumers through our flagship Arm & Hammer brand, The Standard of Purity. 

Over the past 15 years, we have expanded from an almost exclusively U.S. business to a global company, making us one of the fastest growing Consumer Packaged Goods companies. We are a leader in the Household Consumer Products and Personal Care industries with a wide range of brands such as ARM & HAMMER™, Trojan™, OxiClean™, First Response™, Nair™, Spinbrush™, Vitafusion™, Batiste™, Orajel™, XTRA™, and more.

We at Church & Dwight Co., Inc. value the trust and confidence of our customers, our consumers and our shareholders. We safeguard that trust through the dedication, knowledge and engagement of our valued employees in every business we operate around the globe.

Our ultimate goal is to delight our customers and consumers with high-quality affordable products, all while doing our part to protect the environment. From the first corporate sponsor of Earth Day, to introducing the first phosphate-free laundry detergent, we proudly blend our strong values of environmental stewardship together with our drive for innovative products which help people to lead happier, healthier lives.
",4333.0
cadence-design-systems,Cadence Design Systems,computer software,San Jose,United States,1988.0,"2655 Seely Avenue San Jose, California 95134 United States","Cadence is a leading provider of EDA and semiconductor IP. Our custom/analog tools help engineers design the transistors, standard cells, and IP blocks that make up SoCs. Our digital tools automate the design and verification of giga-scale, giga-hertz SoCs at the latest semiconductor processing nodes. Our IC packaging and PCB tools permit the design of complete boards and subsystems. 

Cadence also offers a growing portfolio of design IP and verification IP for memories, interface protocols, analog/mixed-signal components, and specialized processors. And reaching up to the systems level, Cadence offers an integrated suite of hardware/software co-development platforms. In short, Cadence® technology helps customers build great products that connect the world.",12162.0
devon-energy,Devon Energy,oil & energy,Oklahoma City,United States,1971.0,"333 West Sheridan Avenue Oklahoma City, Oklahoma 73102-5010 United States","Devon Energy is a leading independent oil and natural gas exploration and production company. We have premier positions in North America's hottest plays, including the STACK, Delaware Basin, Eagle Ford, Barnett Shale, the Rockies and Canada's oil sands. For a complete list of job openings, visit careers.devonenergy.com. 

Through entrepreneurialism, innovation, leadership and collaboration, we are working to produce the oil and natural gas needed to help meet the world's growing energy demand. 

We have historically been listed among the Fortune 500 and the Fortune 100 Best Companies to Work For. We also have the distinction of being a respected employer in Canada with our position on the Best Workplaces in Canada list as featured in The Globe and Mail. We are included in the S&P 500 Index and trade on the New York Stock Exchange under the ticker symbol DVN.",10711.0
microchip-technology,Microchip Technology Inc.,semiconductors,Chandler,United States,1989.0,"2355 W. Chandler Blvd. Chandler, AZ 85224 United States","Microchip Technology Inc. (NASDAQ: MCHP) is a leading provider of microcontroller, mixed-signal, analog and Flash-IP solutions, providing low-risk product development, lower total system cost and faster time to market for thousands of diverse customer applications worldwide. 

Microchip serves over 70,000 customers in more than 65 countries who are designing high-volume embedded control applications in the consumer, automotive, office-automation, communications and industrial-control markets worldwide.

Headquartered in Chandler, Arizona, Microchip offers outstanding technical support along with dependable delivery and quality.",5443.0
marriott-international,Marriott International,hospitality,Bethesda,United States,1927.0,"10400 Fernwood Road Bethesda, MD 20817 United States","Marriott International is a leading global lodging company based in Bethesda, Maryland, USA, with more than 5,700 properties in 110+ countries and reported revenues of nearly $14 billion in fiscal year 2015. Its heritage can be traced to a root beer stand opened in Washington, D.C., in 1927 by J. Willard and Alice S. Marriott.

The company operates and franchises hotels and licenses vacation ownership resorts under 30 brands. Marriott International has more than 500,000 people working worldwide at managed or franchised properties, as well as at corporate offices. The company has been consistently recognized as a top employer and for its superior business ethics. 

Marriott International is an equal opportunity employer committed to hiring a diverse workforce and sustaining an inclusive culture. Marriott International does not discriminate on the basis of disability, veteran status or any other basis protected under federal, state or local laws.

Careers Websites*: http://marriott.com/careers / http://ritzcarlton.com/careers 

*Marriott hires for managed locations only. If you're interested in working at a franchise location, please contact the owner or ownership company for more information on career opportunities.",81701.0
aimco,Aimco Apartment Homes,real estate,Denver,United States,1994.0,"4582 S. Ulster St. Suite 1100 Denver, Colorado 80237 United States","Aimco is one of the nation’s premier apartment home providers delivering a quality living experience to our residents every day. The key to our success is our people. Our employees care about our residents and it shows. From the first interaction to the last, our people make a world of difference in the lives of our residents. Needless to say, we are passionate about finding the right people and nurturing their growth within Aimco.   

From corporate to leasing to maintenance we are always looking for to add the best talent in the industry to our team. Want to learn more?
Check out our open positions at www.aimco.com/careers & read more about what our employees are saying on Glassdoor. 
We cannot wait to welcome you to your new professional home!",5032.0
regency-centers,Regency Centers,real estate,Jacksonville,United States,1963.0,"One Independent Drive Suite 114 Jacksonville, Florida 32202 United States","For 50 years, Regency has owned, operated and developed dominant, grocery-anchored retail centers that are exceptionally merchandised and maintained. Our legacy of success is evidenced by 319 thriving centers, 17 regional offices and properties located in most major U.S. markets. Retailers seek out Regency first, because of the expertise and integrity our people bring to every interaction.",1077.0
adobe,Adobe,computer software,San Jose,United States,1982.0,"345 Park Avenue San Jose, CA 95110-2704 United States","Are you ready to explore your passion? 

Adobe is the global leader in digital media and digital marketing solutions. Our creative, marketing and document solutions empower everyone – from emerging artists to global brands – to bring digital creations to life and deliver immersive, compelling experiences to the right person at the right moment for the best results. In short, Adobe is everywhere, and we’re changing the world through digital experiences.",30465.0
kimco-realty-corporation,Kimco Realty Corporation,real estate,,,,,"Kimco Realty Corp. (NYSE: KIM) is a real estate investment trust (REIT) headquartered in New Hyde Park, N.Y., that is North America’s largest publicly traded owner and operator of open-air shopping centers. As of September 30, 2016, the company owned interests in 534 U.S. shopping centers comprising 86 million square feet of leasable space across 35 states and Puerto Rico. Publicly traded on the NYSE since 1991, and included in the S&P 500 Index, the company has specialized in shopping center acquisitions, development and management for more than 50 years.

For further information, please visit www.kimcorealty.com, the company’s blog at blog.kimcorealty.com, or follow Kimco on Twitter at www.twitter.com/kimcorealty.",1249.0
